Job Title,Company,Location,Salary,Apply Link
Product Analyst,Synaptic,Gurgaon,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=803&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_864e0a86&cb=1713296215691&jobListingId=1008904789923&jrtk=5-yul1-0-1hrk6j38vjqvi800-112c85db7817cb70
Analyst - Data Management,Dentsu Aegis Network,Chennai,₹1L - ₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=804&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_2a0eb1f9&cb=1713296215689&jobListingId=1009226965356&jrtk=5-yul1-0-1hrk6j38vjqvi800-3e3f9dce29caafac
Data Analyst (Power BI),Helius Technologies,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=805&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_a1c36f3c&cb=1713296215689&jobListingId=1007555062547&jrtk=5-yul1-0-1hrk6j38vjqvi800-737de641704b8882
Quant Analytics Analyst - Data Visualization,JPMorgan Chase & Co,Bengaluru,₹6L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=806&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_d7bae75a&cb=1713296215690&jobListingId=1009235986024&jrtk=5-yul1-0-1hrk6j38vjqvi800-a1b6e1a5a053aee4
Data Analyst,eminenture,Delhi,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=807&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_6b60dd7b&cb=1713296215690&jobListingId=1009039248369&jrtk=5-yul1-0-1hrk6j38vjqvi800-11a6730f749f2935
Data Analyst ETL Expert,Bosch Group,Bengaluru,₹3L - ₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=808&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c9183a0&cb=1713296215692&jobListingId=1009134678845&jrtk=5-yul1-0-1hrk6j38vjqvi800-ba3e86328071da0f
Data Processor - Business Analytics,Alamy Images India Pvt. Ltd.,India,₹20T - ₹40T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=809&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_495b81d9&cb=1713296215693&jobListingId=1009219628745&jrtk=5-yul1-0-1hrk6j38vjqvi800-ceecde6cf9b4b2a1
Bioinformatician / Data analyst,Clarity Bio Systems,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=810&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_b1fde40d&cb=1713296215691&jobListingId=1009205093267&jrtk=5-yul1-0-1hrk6j38vjqvi800-22a98c40945141f2
Financial Data Analyst,Edward Food Research & Analysis Center Limited (EFRAC),Calcutta,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=811&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_92551714&cb=1713296215694&jobListingId=1009229678271&jrtk=5-yul1-0-1hrk6j38vjqvi800-d09089c4b2152a2f
Sr. Data Analyst,Spare Care Solutions,Jaipur,₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=812&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2ae7ca8&cb=1713296215694&jobListingId=1009229833124&jrtk=5-yul1-0-1hrk6j38vjqvi800-811ff94d039dcebd
Business Analyst,Cloudastra Technologies,Noida,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=813&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_db4d8980&cb=1713296215693&jobListingId=1009054917436&jrtk=5-yul1-0-1hrk6j38vjqvi800-3f4f5186df92f4ed
Data Scraping Analyst,Agilite Global Solutions Company,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=814&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_93cd55a0&cb=1713296215692&jobListingId=1009217066191&jrtk=5-yul1-0-1hrk6j38vjqvi800-2615f4cfefabad60
Data Analyst,Zensar Technologies,Hyderābād,₹2L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=815&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c0a777d&cb=1713296215692&jobListingId=1009230006428&jrtk=5-yul1-0-1hrk6j38vjqvi800-a97aaac015c72e14
Data Analysts,Kudos India,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=816&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_885ca821&cb=1713296215693&jobListingId=1005858565826&jrtk=5-yul1-0-1hrk6j38vjqvi800-9c46fd8154ecbafa
Associate Healthcare Research & Data Analyst,Clarivate,Bengaluru,₹5L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=817&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_19292977&cb=1713296215694&jobListingId=1009159584847&jrtk=5-yul1-0-1hrk6j38vjqvi800-a2def4256a3710f9
BI Developer,CTI Consulting,Remote,₹700.00 - ₹800.00 Per hour,https://www.glassdoor.co.in/partner/jobListing.htm?pos=818&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_46757ffd&cb=1713296215693&jobListingId=1009234330545&jrtk=5-yul1-0-1hrk6j38vjqvi800-cc6e0e3b7b9f6d76
Data Processing Analyst,Dentsu Aegis Network,Chennai,₹1L - ₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=819&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_e02ef21d&cb=1713296215693&jobListingId=1009215627703&jrtk=5-yul1-0-1hrk6j38vjqvi800-c26c6aacd4ba7da0
Business Process Management developer/Data analyst,Hewlett Packard,Bengaluru,₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=820&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_b04e78e7&cb=1713296215692&jobListingId=1009215716448&jrtk=5-yul1-0-1hrk6j38vjqvi800-086d4ab980a4cb2d
Data Analyst,altbalaji,Mumbai,₹3L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=821&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f61425f7&cb=1713296215693&jobListingId=1006432255005&jrtk=5-yul1-0-1hrk6j38vjqvi800-276e8768634cfce1
ETS - DATA Analyst,FCM,Noida,₹4L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=822&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_98859695&cb=1713296215694&jobListingId=1009100164348&jrtk=5-yul1-0-1hrk6j38vjqvi800-48a14f24810ed22c
Data Analyst,Anju Software,Pune,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=823&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_d09a9fe7&cb=1713296215694&jobListingId=1009102114047&jrtk=5-yul1-0-1hrk6j38vjqvi800-5e85497c41a9f1a6
Data Management Analyst,Wells Fargo,Bengaluru,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=824&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f818df5&cb=1713296215693&jobListingId=1009237515059&jrtk=5-yul1-0-1hrk6j38vjqvi800-4741e50b553cb7df
Data Analyst,Airtel India,Gurgaon,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=825&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_78285add&cb=1713296215693&jobListingId=1008639959145&jrtk=5-yul1-0-1hrk6j38vjqvi800-0830c2b32e0e63f9
Senior Data Analyst,Adobe,Bengaluru,₹7L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=826&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_644681d6&cb=1713296215694&jobListingId=1009125464746&jrtk=5-yul1-0-1hrk6j38vjqvi800-22ebc29a2d15a112
Internship Data Analyst,Omni Bridge Solutions Pvt. Ltd,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=827&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dd5ec22c&cb=1713296215694&jobListingId=1009192286563&jrtk=5-yul1-0-1hrk6j38vjqvi800-afbf83d6e32be2de
Data Research Analyst,Fluidonomics Solutions LLP,Pune,₹2L - ₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=828&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c6fc0c97&cb=1713296215693&jobListingId=1009233960194&jrtk=5-yul1-0-1hrk6j38vjqvi800-6f779a2ed4ed3a86
CyberSecurity Data Analyst (Remote),Uplers,Remote,₹1L - ₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=829&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_035b9e3e&cb=1713296215694&jobListingId=1009237216115&jrtk=5-yul1-0-1hrk6j38vjqvi800-ca9ba22e0f2abcd7
Data Analyst,Kaleesuwari Refinery,Tamil Nadu,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=830&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_1f443dcc&cb=1713296215693&jobListingId=1009149276256&jrtk=5-yul1-0-1hrk6j38vjqvi800-0e501816e1dd5658
Data Analyst (Max Budget - 30 LPA),Rapsys Technologies,Bengaluru,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=901&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e1afe1d5&cb=1713296220757&jobListingId=1009130677380&jrtk=5-yul1-0-1hrk6j87fk7sq800-681bc2d75a05c739
Data Analyst,Top Training Academy,Mumbai,₹8L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=902&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a4a4aa0c&cb=1713296220757&jobListingId=1009223684101&jrtk=5-yul1-0-1hrk6j87fk7sq800-5d96707734bf9ef7
Business Analyst / Consultant,Accrete Globus Technology,India,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=903&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c672f36&cb=1713296220757&jobListingId=1009228030482&jrtk=5-yul1-0-1hrk6j87fk7sq800-87cddc1549a728fc
Data Science Analyst,PepsiCo,Hyderābād,₹3L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=904&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_68b88a2c&cb=1713296220755&jobListingId=1009137140202&jrtk=5-yul1-0-1hrk6j87fk7sq800-7d47314ad75d7cdb
Junior Capabilities and Insights Analytics Analyst,McKinsey & Company,Chennai,₹5L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=905&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_b3a2a2e4&cb=1713296220755&jobListingId=1009119254164&jrtk=5-yul1-0-1hrk6j87fk7sq800-4c054b6ec86a127c
Data Modeler/Data Analyst,SASoft Technologies Pvt Ltd,India,₹35T - ₹55T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=906&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cd6b0ec3&cb=1713296220759&jobListingId=1009192600949&jrtk=5-yul1-0-1hrk6j87fk7sq800-e36e6821fa5ffcbb
Data Analyst,Auriga IT Consulting,Jaipur,₹4L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=907&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_faa8e6b5&cb=1713296220755&jobListingId=1009135285213&jrtk=5-yul1-0-1hrk6j87fk7sq800-4f54b99f5263b2fb
Product Analyst,Runo Technologies Private Limited,Hyderābād,₹6L - ₹15L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=908&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4f6f50dd&cb=1713296220758&jobListingId=1009233428638&jrtk=5-yul1-0-1hrk6j87fk7sq800-a4487512c18b4635
Data Analysis,Leventm Technologies,Bengaluru,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=909&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_bc1a6022&cb=1713296220755&jobListingId=1009239358415&jrtk=5-yul1-0-1hrk6j87fk7sq800-25b4f3f66befeb28
Data Analyst,V-Align Technologies,Bengaluru,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=910&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_1fc871b5&cb=1713296220757&jobListingId=1008583966670&jrtk=5-yul1-0-1hrk6j87fk7sq800-928b3fdce978137b
Data Analyst,Capillary Technologies,Bengaluru,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=911&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c199d373&cb=1713296220756&jobListingId=1009020521791&jrtk=5-yul1-0-1hrk6j87fk7sq800-0c96010bb4f6e791
Data Analyst,Airtel India,Gurgaon,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=912&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a881de51&cb=1713296220757&jobListingId=1008875230412&jrtk=5-yul1-0-1hrk6j87fk7sq800-933aae9f0a7ab149
Business Analyst,Newton School,Bengaluru,₹4L - ₹15L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=913&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_78fc6b72&cb=1713296220760&jobListingId=1009189866591&jrtk=5-yul1-0-1hrk6j87fk7sq800-50d231902a797a2b
Product Operations Analyst,FERMÀT,Bengaluru,₹3L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=914&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9f443b75&cb=1713296220759&jobListingId=1009237855729&jrtk=5-yul1-0-1hrk6j87fk7sq800-e562b353f9204173
Data Analyst (all genders),HRS,Chandigarh,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=915&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_467d8278&cb=1713296220758&jobListingId=1009182530646&jrtk=5-yul1-0-1hrk6j87fk7sq800-1b9d8962cf4da74f
Data Analyst - Power BI,Affine,Mumbai,₹2L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=916&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_fa5ea45e&cb=1713296220758&jobListingId=1009221576651&jrtk=5-yul1-0-1hrk6j87fk7sq800-720dd74ce434e6ff
Data Analyst,Galytix,Gurgaon,₹6L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=917&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cff2e8fc&cb=1713296220758&jobListingId=1008301357613&jrtk=5-yul1-0-1hrk6j87fk7sq800-745b32ab2989a502
Associate Analyst - Data,Eaton,Pune,₹5L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=918&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ed10808&cb=1713296220758&jobListingId=1009219857706&jrtk=5-yul1-0-1hrk6j87fk7sq800-143bb0523172fee7
"Azure Data Analyst - Bengaluru, IND",CapB InfoteK,Bengaluru,₹2L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=919&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d320af09&cb=1713296220759&jobListingId=1006981402991&jrtk=5-yul1-0-1hrk6j87fk7sq800-abed43a52679c92a
"Analyst, Provider Data Management",Evolent Health,Pune,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=920&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_d2abb54f&cb=1713296220758&jobListingId=1009239212286&jrtk=5-yul1-0-1hrk6j87fk7sq800-b2a0105b9c481398
Data Analyst 2,Zynga,Bengaluru,₹2L - ₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=921&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_aac14b5d&cb=1713296220759&jobListingId=1009237809648&jrtk=5-yul1-0-1hrk6j87fk7sq800-0dc1715dafb3034a
Sustainability Analyst,Navjyoti India Foundation,Sohna,₹35T - ₹40T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=922&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_023941ec&cb=1713296220760&jobListingId=1009229986009&jrtk=5-yul1-0-1hrk6j87fk7sq800-448f993de897642d
Data Analyst - Internal Audit,Maruti Suzuki India Ltd,Gurgaon,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=923&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_d2bacd8c&cb=1713296220759&jobListingId=1009135111018&jrtk=5-yul1-0-1hrk6j87fk7sq800-d938b83da75e65d9
"Sr. Analyst, Data Science & Analytics",TransUnion,Pune,₹8L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=924&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_3fbdcfcb&cb=1713296220758&jobListingId=1009221763381&jrtk=5-yul1-0-1hrk6j87fk7sq800-62bf109488d68d50
data Inventory Analyst,K.S. Implement Indore,Indore,₹30T - ₹35T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=925&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0d6ec8e5&cb=1713296220759&jobListingId=1009231936356&jrtk=5-yul1-0-1hrk6j87fk7sq800-d92f2d10dfdcdee5
Data Analyst,GSK,Bengaluru,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=926&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cdf9e86b&cb=1713296220759&jobListingId=1009128229013&jrtk=5-yul1-0-1hrk6j87fk7sq800-46b91f1d8e298343
Data Analyst (Hybrid),Kaplan,Bengaluru,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=927&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea385805&cb=1713296220759&jobListingId=1009206829709&jrtk=5-yul1-0-1hrk6j87fk7sq800-6ef235dd36285b4a
Business Analyst,Riskbirbal Insurance Brokers Pvt Ltd,Janakpuri,₹4L - ₹14L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=928&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3d5ad47&cb=1713296220760&jobListingId=1009217369097&jrtk=5-yul1-0-1hrk6j87fk7sq800-0d54b2c4ce5b9934
Senior Data Analyst (WFH),Uplers,Remote,₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=929&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&cs=1_f662d620&cb=1713296220759&jobListingId=1009144959404&jrtk=5-yul1-0-1hrk6j87fk7sq800-c4fb02bd3a63ef2b
MIS/ Data Analyst,Chandigarh University,Lucknow,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=930&ao=1136043&s=58&guid=0000018ee869a0af8f8f3ac9c7444ed7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_50f38898&cb=1713296220760&jobListingId=1009208940937&jrtk=5-yul1-0-1hrk6j87fk7sq800-6313e3239d66376f
M365 Support Analyst,Blupace,Remote,₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1001&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_28dc4b62&cb=1713296226289&jobListingId=1009091091280&jrtk=5-yul1-0-1hrk6jdkqipaj800-2f08d1301e9e978a
FHIR Data Analyst,Infosys,Bengaluru,₹4L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1002&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&cs=1_4048a8de&cb=1713296226288&jobListingId=1009221562944&jrtk=5-yul1-0-1hrk6jdkqipaj800-0ef84934550df68d
Data Analyst - Procurement and T&E,Snowflake,Pune,₹3L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1003&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abad55bd&cb=1713296226290&jobListingId=1009234033709&jrtk=5-yul1-0-1hrk6jdkqipaj800-d4a02a69c008ecd4
Data Intelligence Analyst/ Sr. Analyst,Agilite Global Solutions Company,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1004&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&cs=1_8f4b70f8&cb=1713296226291&jobListingId=1009221315192&jrtk=5-yul1-0-1hrk6jdkqipaj800-0819e59932c5d960
Marine Engineer Data Quality Analyst,Zeronorth A/S,India,₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1005&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5628af22&cb=1713296226292&jobListingId=1009114317689&jrtk=5-yul1-0-1hrk6jdkqipaj800-7876a3d160ed5312
Data Analyst,Adv . Vandana Shah & Associates,Mumbai,₹20T - ₹25T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1006&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cfa859d0&cb=1713296226290&jobListingId=1009190695349&jrtk=5-yul1-0-1hrk6jdkqipaj800-f3cc8efc0d1e4217
BI Analyst,MMStartup,Chennai,₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1007&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d29c0fef&cb=1713296226292&jobListingId=1008687334081&jrtk=5-yul1-0-1hrk6jdkqipaj800-4cf25c02dc5f64c3
Data Analyst,Manipura Ayurveda Private Limited,Calcutta,₹7T - ₹8T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1008&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cb8fa00e&cb=1713296226293&jobListingId=1009219207696&jrtk=5-yul1-0-1hrk6jdkqipaj800-642f02dcefd9c355
Quality Business Insights Analyst (Spanish-English),411 Locals,Remote,₹60T - ₹65T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1009&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_13acc369&cb=1713296226292&jobListingId=1009149649532&jrtk=5-yul1-0-1hrk6jdkqipaj800-46e7f998a70313ad
Data Analyst,Community Action Through Motivation Programme (CAMP),Indore,₹40T - ₹60T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1010&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bfd8855c&cb=1713296226293&jobListingId=1009191827039&jrtk=5-yul1-0-1hrk6jdkqipaj800-eea96977a24882a2
Data Processing Analyst,NielsenIQ,Chennai,₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1011&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&cs=1_16762ba3&cb=1713296226291&jobListingId=1009180025276&jrtk=5-yul1-0-1hrk6jdkqipaj800-e3d3df928d999433
Jr Product Analyst,Sciative Solutions,Navi Mumbai,₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1012&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e472480b&cb=1713296226292&jobListingId=1009206586071&jrtk=5-yul1-0-1hrk6jdkqipaj800-0a50b9ba7e4336a8
Material Data Analyst,BD,Bengaluru,₹4L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1013&ao=1136043&s=58&guid=0000018ee869b533a630990792b61dc2&src=GD_JOB_AD&t=SR&vt=w&cs=1_0573876b&cb=1713296226291&jobListingId=1009195285781&jrtk=5-yul1-0-1hrk6jdkqipaj800-e544e358c828314b
